#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2015 04 13 16 50 180 12.0 14.0   2.8    13   6.4 296 1011.0  10.7  11.7    MM   MM -0.9    MM
2015 04 13 15 50 180 11.0 12.0   2.8    13   6.8 295 1011.5  10.7  11.7    MM   MM -0.9    MM
2015 04 13 14 50 190 10.0 11.0   2.6    13   7.2 298 1011.8  10.7  11.6    MM   MM -1.3    MM
2015 04 13 13 50 190 10.0 11.0   2.8    13   8.0 302 1011.9  11.0  11.8    MM   MM -2.0    MM
2015 04 13 12 50 190  8.0 10.0   2.7    14   8.5 298 1012.4  10.9  11.7    MM   MM -2.0    MM
2015 04 13 11 50 190  7.0  9.0   2.8    14   9.2 301 1013.1  10.6  11.3    MM   MM -2.0    MM
2015 04 13 10 50 200  6.0  8.0   2.7    14   9.4 299 1013.9  10.3  11.2    MM   MM -1.6    MM
2015 04 13 09 50 200  5.0  6.0   2.7    14   9.3 305 1014.4  10.3  11.3    MM   MM -1.8    MM
2015 04 13 08 50 170  3.0  4.0   2.7    13   9.4 301 1015.1  10.1  11.3    MM   MM -1.8    MM
2015 04 13 07 50 120  2.0  3.0   3.1    14   9.8 307 1015.5  10.0  10.7    MM   MM -2.0    MM
2015 04 13 06 50  90  1.0  2.0   3.6    14  10.2 310 1016.2  10.0  10.8    MM   MM -1.7    MM
2015 04 13 05 50 240  1.0  2.0   3.4    15  10.3 309 1016.9  10.2  11.8    MM   MM -1.4    MM
2015 04 13 04 50 110  1.0  3.0   3.6    14  10.2 314 1017.5  10.2  11.7    MM   MM -1.8    MM
2015 04 13 03 50 110  2.0  4.0   3.8    13  10.1 308 1017.9  10.2  11.9    MM   MM -2.2    MM
2015 04 13 02 50 120  1.0  2.0   3.7    14  10.2 309 1018.3  10.2  11.9    MM   MM -2.8    MM
2015 04 13 01 50 210  2.0  2.0   3.7    14   9.9 300 1019.3  10.3  12.0    MM   MM -2.4    MM
2015 04 13 00 50 200  2.0  3.0   3.8    14   9.4 305 1020.1  10.6  11.9    MM   MM -2.3    MM
2015 04 12 23 50 200  3.0  4.0   3.2    15   8.7 301 1021.1  10.5  12.0    MM   MM -1.7    MM
2015 04 12 22 50 180  3.0  5.0   3.4    14   8.7 303 1021.7  10.5  11.9    MM   MM -1.5    MM
2015 04 12 21 50 200  4.0  5.0   3.4    14   9.0 305 1022.4  10.5  11.9    MM   MM -1.2    MM
2015 04 12 20 50 200  4.0  5.0   3.2    14   9.0 307 1022.8  10.5  11.9    MM   MM -0.9    MM
2015 04 12 19 50 190  4.0  6.0   3.7    13   9.8 307 1023.2  10.4  11.8    MM   MM -0.3    MM
2015 04 12 18 50 180  4.0  5.0   3.8    13   9.9 307 1023.6  10.4  11.8    MM   MM +0.0    MM
2015 04 12 17 50 220  2.0  3.0   3.6    13   9.8 306 1023.7  10.1  11.7    MM   MM +0.3    MM
2015 04 12 16 50 300  3.0  5.0   3.6    14   9.5 303 1023.5   9.7  11.6    MM   MM +0.6    MM
2015 04 12 15 50 220  3.0  5.0   3.5    14   9.1 303 1023.5  10.2  11.5    MM   MM +0.4    MM
2015 04 12 14 50 220  3.0  4.0   3.9    13   9.6 301 1023.4  10.1  11.6    MM   MM +0.3    MM
2015 04 12 13 50 220  3.0  4.0   3.4    13   8.7 303 1022.9   9.8  11.6    MM   MM +0.0    MM
2015 04 12 12 50 240  3.0  5.0   3.4    14   8.5 301 1023.1   9.7  11.6    MM   MM +0.0    MM
2015 04 12 11 50 270  5.0  7.0   3.3    11   8.1 292 1023.1   9.7  11.6    MM   MM +0.0    MM
2015 04 12 10 50 270  4.0  6.0   3.2    14   7.8 309 1023.0   9.4  11.6    MM   MM +0.3    MM
2015 04 12 09 50 210  8.0 10.0   3.5    12   8.4 303 1022.9   8.2  11.6    MM   MM +0.6    MM
2015 04 12 08 50 290  6.0  7.0   3.1    12   7.8 310 1022.9   9.3  11.7    MM   MM +1.1    MM
2015 04 12 07 50 250  5.0  7.0   3.5    13   8.4 304 1022.7   9.7  11.7    MM   MM +1.6    MM
2015 04 12 06 50 250  6.0  7.0   3.5    13   8.2 301 1022.3   9.5  11.7    MM   MM +1.8    MM
2015 04 12 05 50 280  8.0 10.0   3.3    11   7.7 298 1021.8   9.8  11.7    MM   MM +1.6    MM
2015 04 12 04 50 270  8.0 11.0   3.4    11   7.6 299 1021.1  10.1  11.7    MM   MM +1.3    MM
2015 04 12 03 50 270  3.0  5.0   2.8    11   7.2 303 1020.5   9.4  11.7    MM   MM +0.8    MM
2015 04 12 02 50 280  9.0 13.0   3.0    11   7.4 299 1020.2   8.8  11.8    MM   MM +0.6    MM
2015 04 12 01 50 270  9.0 11.0   2.7    12   7.1 302 1019.8  10.4  11.8    MM   MM +0.6    MM
2015 04 12 00 50 270  8.0 10.0   2.8    11   7.2 294 1019.7  10.0  11.8    MM   MM +1.1    MM
2015 04 11 23 50 240  8.0 11.0   2.7    11   7.0 298 1019.6   9.2  11.8    MM   MM +1.4    MM
2015 04 11 22 50 290 11.0 15.0   2.9    10   6.8 300 1019.2   9.2  11.9    MM   MM +1.4    MM
2015 04 11 21 50 270  8.0 11.0   2.5    11   6.3 303 1018.6  10.3  11.9    MM   MM +1.1    MM
2015 04 11 20 50 280  8.0 10.0   2.6    11   6.6 302 1018.2   9.9  11.9    MM   MM +1.6    MM
2015 04 11 19 50 240  7.0  8.0   2.6    11   6.6 307 1017.8   9.3  11.8    MM   MM +1.9    MM
2015 04 11 18 50 280  7.0  9.0   2.7    10   6.5 290 1017.5   9.4  11.8    MM   MM +2.4    MM
2015 04 11 17 50 280  9.0 13.0   2.5    11   6.4 298 1016.6   9.5  11.7    MM   MM +2.3    MM
2015 04 11 16 50 280  6.0  8.0   2.7    11   6.5 304 1015.9   9.6  11.6    MM   MM +2.2    MM
2015 04 11 15 50 280 11.0 13.0   2.7     8   6.7 276 1015.1   9.1  11.6    MM   MM +1.9    MM
2015 04 11 14 50 270  8.0 10.0   2.6     8   6.6 256 1014.3  10.2  11.6    MM   MM +1.2    MM
2015 04 11 13 50 230  5.0  7.0   2.4     9   6.5 259 1013.7   9.0  11.6    MM   MM +1.0    MM
2015 04 11 12 50 260  7.0  8.0   2.5     8   6.6 249 1013.2   9.9  11.8    MM   MM +0.7    MM
2015 04 11 11 50 280  8.0  9.0   2.6     8   6.4 255 1013.1  10.0  11.8    MM   MM +0.7    MM
2015 04 11 10 50 280 10.0 14.0   2.7     7   6.4 220 1012.7  10.4  11.8    MM   MM +0.7    MM
2015 04 11 09 50 280  9.0 14.0   2.5     8   6.2 239 1012.5  10.3  11.8    MM   MM +1.1    MM
2015 04 11 08 50 280  8.0  9.0   2.5     8   6.5 236 1012.4  10.6  11.8    MM   MM +1.2    MM
2015 04 11 07 50 280  8.0  9.0   2.6     8   6.4 245 1012.0  10.8  11.9    MM   MM +1.5    MM
2015 04 11 06 50 290  8.0 10.0   2.8     8   6.6 228 1011.4  11.0  11.9    MM   MM +2.0    MM
2015 04 11 05 50 300  6.0  7.0   2.8     8   6.6 240 1011.2  10.2  12.0    MM   MM +2.0    MM
2015 04 11 04 50 290  7.0 10.0   2.6     7   6.4 200 1010.5  10.3  12.0    MM   MM +0.8    MM
2015 04 11 03 50 200 11.0 13.0   2.7     9   6.3 264 1009.4  10.4  12.0    MM   MM -0.9    MM
2015 04 11 02 50 200 11.0 13.0   2.8     8   6.3 236 1009.2  10.7  12.1    MM   MM -1.3    MM
2015 04 11 01 50 230  8.0 10.0   2.6     9   6.2 268 1009.7  10.1  12.1    MM   MM +0.0    MM
2015 04 11 00 50 220  8.0 10.0   2.7     9   6.1 265 1010.3   9.8  12.1    MM   MM -0.3    MM
2015 04 10 23 50 220  7.0  9.0   2.8     7   5.7 242 1010.5   9.5  12.1    MM   MM -0.7    MM
2015 04 10 22 50 180 14.0 17.0   2.9     6   5.6 220 1009.5  11.5  12.2    MM   MM -2.4    MM
2015 04 10 21 50 180 13.0 16.0   2.7     6   5.5 210 1010.6  11.5  12.2    MM   MM -1.6    MM
2015 04 10 20 50 180 14.0 17.0   2.5    10   5.6 266 1011.2  11.5  12.3    MM   MM -1.2    MM
2015 04 10 19 50 190 13.0 14.0   2.3    10   5.6 286 1011.9  11.5  12.4    MM   MM -0.8    MM
2015 04 10 18 50 190 12.0 14.0   2.2    12   6.0 284 1012.2  11.8  12.4    MM   MM -0.4    MM
2015 04 10 17 50 190 11.0 13.0   2.1    11   6.2 288 1012.4  11.8  12.4    MM   MM -0.4    MM
2015 04 10 16 50 200 10.0 12.0   2.0    11   6.2 289 1012.7  11.7  12.3    MM   MM -0.3    MM
2015 04 10 15 50 200  9.0 10.0   2.0    11   7.1 291 1012.6  11.6  12.3    MM   MM -0.5    MM
2015 04 10 14 50 190  7.0  9.0   1.9    11   7.3 283 1012.8  11.3  12.2    MM   MM -0.4    MM
2015 04 10 13 50 200  7.0  8.0   1.8    12   7.9 292 1013.0  11.2  11.9    MM   MM -0.8    MM
2015 04 10 12 50 210  6.0  7.0   1.8    14   8.7 284 1013.1  11.1  11.7    MM   MM -1.2    MM
2015 04 10 11 50 210  5.0  6.0   1.9    11   8.8 291 1013.2  11.0  11.4    MM   MM -1.4    MM
2015 04 10 10 50 220  4.0  5.0   1.8    14   8.5 272 1013.8  11.0  11.5    MM   MM -1.1    MM
2015 04 10 09 50 250  4.0  5.0   1.8     9   8.3 270 1014.3  11.1  11.4    MM   MM -0.8    MM
2015 04 10 08 50 270  2.0  3.0   1.9    11   8.1 292 1014.6  11.2  11.8    MM   MM -0.7    MM
2015 04 10 07 50 280  2.0  3.0   1.9    10   8.1 280 1014.9  11.2  12.0    MM   MM -0.7    MM
2015 04 10 06 50 290  2.0  2.0   1.8     9   8.0 273 1015.1  11.4  12.5    MM   MM -0.9    MM
2015 04 10 05 50 330  1.0  2.0   1.7    12   7.8 296 1015.3  11.5  12.5    MM   MM -0.7    MM
2015 04 10 04 50 350  2.0  3.0   1.5    13   7.7 286 1015.6  11.7  12.7    MM   MM -0.6    MM
2015 04 10 03 50 340  3.0  4.0   1.4    12   7.5 285 1016.0  11.8  12.8    MM   MM -0.4    MM
2015 04 10 02 50 330  4.0  5.0   1.3    11   7.5 305 1016.0  11.9  12.9    MM   MM -0.7    MM
2015 04 10 01 50 350  4.0  5.0   1.1     8   7.1 289 1016.2  12.3  13.0    MM   MM -0.9    MM
2015 04 10 00 50 360  4.0  5.0   1.1    14   7.4 290 1016.4  12.2  13.3    MM   MM -1.4    MM
2015 04 09 23 50 350  5.0  6.0   1.0    14   7.4 287 1016.7  11.9  13.5    MM   MM -1.8    MM
2015 04 09 22 50 350  4.0  5.0   1.0    14   8.1 259 1017.1  11.7  13.4    MM   MM -2.0    MM
2015 04 09 21 50 350  4.0  5.0   1.0    14   7.9 262 1017.8  11.4  13.2    MM   MM -1.7    MM
2015 04 09 20 50 350  3.0  4.0   0.9    11   6.9 313 1018.5  11.0  13.0    MM   MM -1.4    MM
2015 04 09 19 50  10  3.0  4.0   1.0    10   7.0 302 1019.1  10.1  12.6    MM   MM -0.9    MM
2015 04 09 18 50  50  2.0  3.0   0.9    14   6.7 266 1019.5   9.8  12.4    MM   MM -0.6    MM
2015 04 09 17 50  70  3.0  3.0   0.9    14   6.3 263 1019.9   9.7  12.1    MM   MM +0.0    MM
2015 04 09 16 50 100  3.0  4.0   0.9    14   6.1 257 1020.0   8.7  11.9    MM   MM +0.0    MM
2015 04 09 15 50 100  4.0  6.0   0.9     8   6.2 295 1020.1   8.1  11.7    MM   MM +0.0    MM
2015 04 09 14 50 100  4.0  5.0   0.9    14   6.6 268 1020.0   8.7  11.6    MM   MM +0.0    MM
2015 04 09 13 50  90  3.0  4.0   0.9    14   6.4 245 1020.0   9.8  11.6    MM   MM -0.5    MM
2015 04 09 12 50 100  3.0  4.0   0.9     8   6.4 293 1020.1  10.0  11.6    MM   MM -0.7    MM
2015 04 09 11 50  80  3.0  4.0   0.9     8   6.3 290 1020.2  10.2  11.6    MM   MM -0.8    MM
2015 04 09 10 50  70  2.0  3.0   1.0    14   6.2 260 1020.5  10.3  11.3    MM   MM -0.6    MM
2015 04 09 09 50  MM  0.0  1.0   1.0    14   6.3 254 1020.8  10.4  11.4    MM   MM -0.5    MM
2015 04 09 08 50  MM  0.0  1.0   1.0     8   5.7 303 1021.0  10.5  11.5    MM   MM -0.5    MM
2015 04 09 07 50 150  1.0  1.0   1.1    14   6.1 238 1021.1  10.6  11.6    MM   MM -0.4    MM
2015 04 09 06 50  MM  0.0  0.0   1.2     9   5.9 300 1021.3  10.6  11.9    MM   MM +0.0    MM
2015 04 09 05 50  MM  0.0  1.0   1.2     9   5.9 295 1021.5  10.8  12.4    MM   MM +0.4    MM
2015 04 09 04 50  MM  0.0  1.0   1.2     8   5.9 293 1021.5  10.9  12.5    MM   MM +0.6    MM
2015 04 09 03 50 320  1.0  1.0   1.3     9   6.2 308 1021.3  11.0  12.6    MM   MM +0.3    MM
2015 04 09 02 50 320  1.0  2.0   1.3     9   6.5 304 1021.1  11.2  13.0    MM   MM +0.4    MM
2015 04 09 01 50 320  2.0  3.0   1.2     9   6.5 311 1020.9  11.7  12.9    MM   MM +0.0    MM
2015 04 09 00 50 300  2.0  3.0   1.3     9   6.6 299 1021.0  11.7  13.0    MM   MM -0.0    MM
2015 04 08 23 50 300  2.0  3.0   1.3     9   6.7 301 1020.7  11.6  13.0    MM   MM +0.0    MM
2015 04 08 22 50 290  3.0  3.0   1.3     9   6.9 301 1020.8  11.6  13.1    MM   MM +0.0    MM
2015 04 08 21 50 260  2.0  3.0   1.3     9   6.7 292 1020.8  11.5  13.2    MM   MM +0.3    MM
2015 04 08 20 50 260  2.0  3.0   1.5     9   6.9 297 1020.9  11.5  13.0    MM   MM +0.7    MM
2015 04 08 19 50 270  2.0  3.0   1.4     9   6.3 300 1020.9  11.4  12.6    MM   MM +1.6    MM
2015 04 08 18 50 280  3.0  3.0   1.3     9   6.0 301 1020.5  11.3  12.3    MM   MM +1.9    MM
2015 04 08 17 50 290  2.0  3.0   1.4     9   5.9 302 1020.2  11.3  12.1    MM   MM +2.1    MM
2015 04 08 16 50 290  2.0  3.0   1.4    10   5.6 307 1019.3  11.2  11.9    MM   MM +2.1    MM
2015 04 08 15 50 320  2.0  3.0   1.5    10   5.7 301 1018.6  11.2  11.8    MM   MM +2.1    MM
2015 04 08 14 50 310  3.0  4.0   1.4     9   6.0 301 1018.1  11.1  11.7    MM   MM +2.2    MM
2015 04 08 13 50 320  3.0  4.0   1.4    10   6.1 301 1017.2  11.0  11.7    MM   MM +1.6    MM
2015 04 08 12 50 310  4.0  5.0   1.4     9   6.1 294 1016.5  11.1  11.7    MM   MM +1.5    MM
2015 04 08 11 50 320  4.0  5.0   1.4    10   6.2 304 1015.9  11.1  11.6    MM   MM +1.1    MM
2015 04 08 10 50 310  5.0  6.0   1.3    10   6.3 299 1015.6  11.3  11.6    MM   MM +1.2    MM
2015 04 08 09 50 310  5.0  6.0   1.4     9   6.4 284 1015.0  11.2  12.0    MM   MM +1.0    MM
2015 04 08 08 50 330  5.0  6.0   1.5    10   6.4 291 1014.8  11.4  12.1    MM   MM +1.3    MM
2015 04 08 07 50 340  5.0  6.0   1.6    10   6.1 298 1014.4  11.6  12.2    MM   MM +1.2    MM
2015 04 08 06 50 340  6.0  7.0   1.5    10   5.5 288 1014.0  11.6  12.2    MM   MM +1.5    MM
2015 04 08 05 50 350  6.0  7.0   1.6     8   5.4 256 1013.5  11.5  12.2    MM   MM +1.7    MM
2015 04 08 04 50 360  7.0  9.0   1.4    10   5.2 284 1013.2  11.5  12.3    MM   MM +2.1    MM
2015 04 08 03 50 360  8.0  9.0   1.3    10   5.3 294 1012.5  11.4  12.3    MM   MM +1.7    MM
2015 04 08 02 50 360  7.0  8.0   1.3    10   5.8 291 1011.8  11.8  12.5    MM   MM +1.6    MM
2015 04 08 01 50 350  7.0  8.0   1.2    11   5.9 296 1011.1  12.0  12.5    MM   MM +1.2    MM
2015 04 08 00 50 360  5.0  6.0   1.1    11   5.7 287 1010.8  12.0  12.5    MM   MM +0.9    MM
2015 04 07 23 50  10  4.0  5.0   1.1    10   5.7 283 1010.2  12.0  12.4    MM   MM +0.3    MM
2015 04 07 22 50  20  6.0  7.0   1.1    11   5.8 292 1009.9  11.8  12.4    MM   MM +0.4    MM
2015 04 07 21 50  10  3.0  4.0   1.1    11   5.2 299 1009.9  11.9  12.3    MM   MM +0.9    MM
2015 04 07 20 50  80  5.0  6.0   1.1     8   4.6 293 1009.9  11.6  12.1    MM   MM +1.3    MM
2015 04 07 19 50  80  7.0  8.0   1.2     8   4.6 281 1009.5  11.3  11.9    MM   MM +1.3    MM
2015 04 07 18 50  80  8.0  9.0   1.3     8   4.9 254 1009.0  10.9  11.8    MM   MM +1.1    MM
2015 04 07 17 50  50  7.0  8.0   1.4     8   4.9 273 1008.6  10.9  11.7    MM   MM +1.1    MM
2015 04 07 16 50  50  8.0 10.0   1.4     8   4.6 249 1008.2  10.6  11.7    MM   MM +1.2    MM
2015 04 07 15 50  40  9.0 10.0   1.6     8   4.9 272 1007.9  10.5  11.7    MM   MM +1.2    MM
2015 04 07 14 50  40  9.0 10.0   1.7     8   5.2 208 1007.5  10.6  11.7    MM   MM +0.9    MM
2015 04 07 13 50  50  9.0 10.0   1.6     8   5.2 227 1007.0  10.7  11.7    MM   MM -0.0    MM
2015 04 07 12 50  50 10.0 11.0   1.5     8   5.5 242 1006.7  10.7  11.7    MM   MM -0.5    MM
2015 04 07 11 50  40  8.0 10.0   1.2     8   5.5 296 1006.6  10.8  11.7    MM   MM -1.1    MM
2015 04 07 10 50  20  6.0  7.0   1.2     9   5.9 292 1007.0  10.5  11.7    MM   MM -1.1    MM
2015 04 07 09 50  20  5.0  6.0   1.2     9   5.8 296 1007.2  10.3  11.6    MM   MM -1.3    MM
2015 04 07 08 50  50  4.0  5.0   1.3     9   5.7 288 1007.7  10.0  11.7    MM   MM -0.4    MM
2015 04 07 07 50  40  4.0  5.0   1.7     9   5.4 295 1008.1   9.7  11.9    MM   MM +0.0    MM
2015 04 07 06 50 100  8.0  9.0   1.7     9   5.0 294 1008.5  10.2  11.7    MM   MM -0.0    MM
2015 04 07 05 50  50 10.0 12.0   1.5    10   4.5 301 1008.1  10.7  11.7    MM   MM +0.0    MM
2015 04 07 04 50  30 10.0 11.0   1.5     9   5.1 290 1008.1  10.6  11.7    MM   MM -0.4    MM
2015 04 07 03 50  30  8.0 10.0   1.5     9   6.1 298 1008.3  10.4  11.8    MM   MM -0.5    MM
2015 04 07 02 50  10  6.0  7.0   1.6    10   7.1 294 1008.3  10.2  11.8    MM   MM -0.8    MM
2015 04 07 01 50 360  4.0  5.0   1.6     9   6.9 293 1008.5   9.8  12.0    MM   MM -0.8    MM
2015 04 07 00 50  20  2.0  3.0   1.7    10   6.8 285 1008.8   9.9  12.1    MM   MM -0.7    MM
2015 04 06 23 50 140  1.0  2.0   1.9    10   6.8 280 1009.1  10.0  12.2    MM   MM -0.6    MM
2015 04 06 22 50 170  2.0  3.0   1.7    10   6.4 285 1009.3   9.9  12.1    MM   MM -0.3    MM
2015 04 06 21 50 180  5.0  7.0   1.7    10   6.0 279 1009.5   9.7  12.0    MM   MM +0.0    MM
2015 04 06 20 50 150  6.0  8.0   1.9    10   5.5 295 1009.7   8.9  11.8    MM   MM +0.7    MM
2015 04 06 19 50 150  9.0 10.0   2.0    10   5.6 273 1009.6   8.8  11.7    MM   MM +0.9    MM
2015 04 06 18 50 150  9.0 11.0   2.3    10   6.1 289 1009.4   9.0  11.6    MM   MM +1.4    MM
2015 04 06 17 50 140  9.0 11.0   2.2    10   6.2 282 1009.0   9.2  11.6    MM   MM +1.3    MM
2015 04 06 16 50 180  8.0 10.0   2.1    10   5.9 284 1008.7   7.9  11.7    MM   MM +1.4    MM
2015 04 06 15 50 160  9.0 12.0   2.0    10   6.0 288 1008.0   9.3  11.7    MM   MM +1.1    MM
2015 04 06 14 50 170  8.0 10.0   2.0    11   5.9 283 1007.7   8.5  11.6    MM   MM +1.0    MM
2015 04 06 13 50 170  7.0  9.0   1.9    11   6.0 277 1007.3   9.0  11.6    MM   MM +0.7    MM
2015 04 06 12 50 200 10.0 11.0   2.0    11   7.2 286 1006.9   8.8  11.6    MM   MM +0.5    MM
2015 04 06 11 50 190  5.0  6.0   1.8    11   7.9 284 1006.7   9.6  11.6    MM   MM +0.4    MM
2015 04 06 10 50 210  5.0  6.0   1.9    11   8.0 288 1006.6   9.1  11.6    MM   MM +0.4    MM
2015 04 06 09 50 170  3.0  4.0   2.0    11   8.1 293 1006.4   8.4  11.7    MM   MM +0.3    MM
2015 04 06 08 50 120  2.0  3.0   2.1    11   8.4 287 1006.3   7.7  11.6    MM   MM +0.0    MM
2015 04 06 07 50 130  3.0  4.0   2.1    10   8.3 295 1006.2   7.6  11.6    MM   MM +0.0    MM
2015 04 06 06 50  70  1.0  2.0   2.1    11   8.1 300 1006.1   7.2  11.7    MM   MM +0.0    MM
2015 04 06 05 50 190  1.0  2.0   2.0    11   8.1 299 1006.1   7.1  11.8    MM   MM +0.8    MM
2015 04 06 04 50 180  3.0  4.0   2.2    10   8.3 301 1006.1   7.4  11.9    MM   MM +1.0    MM
2015 04 06 03 50 200  5.0  6.0   2.1    11   8.4 294 1005.9   7.7  11.9    MM   MM +1.1    MM
2015 04 06 02 50 280  2.0  3.0   2.1    11   8.0 294 1005.3   8.9  12.0    MM   MM -0.0    MM
2015 04 06 01 50 280  5.0  7.0   2.0    11   7.8 302 1005.1   9.5  12.0    MM   MM -0.3    MM
2015 04 06 00 50 290  5.0  7.0   2.0    11   7.9 297 1004.8   9.5  12.1    MM   MM -0.9    MM
2015 04 05 23 50 270  5.0  7.0   2.0    11   8.0 293 1005.2   9.3  12.1    MM   MM -0.9    MM
2015 04 05 22 50 270  3.0  4.0   1.9    11   8.0 297 1005.4   9.9  12.4    MM   MM -1.0    MM
2015 04 05 21 50 280  2.0  3.0   1.9    11   7.7 299 1005.7   9.8  12.7    MM   MM -1.0    MM
2015 04 05 20 50  MM  0.0  1.0   1.9    11   7.4 291 1006.1  10.0  12.8    MM   MM -0.9    MM
2015 04 05 19 50  MM  0.0  1.0   2.0    11   7.6 291 1006.4   9.5  12.5    MM   MM -0.8    MM
2015 04 05 18 50  80  1.0  3.0   2.0    11   7.4 297 1006.7   9.2  11.9    MM   MM -0.8    MM
2015 04 05 17 50  50  1.0  2.0   2.0    10   7.4 300 1007.0   9.0  11.9    MM   MM -1.0    MM
2015 04 05 16 50  30  1.0  1.0   2.2    11   7.5 304 1007.2   8.7  11.7    MM   MM -0.9    MM
2015 04 05 15 50 260  1.0  2.0   2.1    11   7.5 294 1007.5   8.6  11.5    MM   MM -1.3    MM
2015 04 05 14 50 280  3.0  4.0   2.4    11   8.3 293 1008.0   7.9  11.5    MM   MM -1.1    MM
2015 04 05 13 50 110  5.0  7.0   2.4    11   8.2 295 1008.1   9.2  11.6    MM   MM -1.6    MM
2015 04 05 12 50 110  4.0  6.0   2.7    11   8.4 294 1008.8   9.1  11.7    MM   MM -1.4    MM
2015 04 05 11 50 100  5.0  6.0   2.0    11   7.2 294 1009.1   9.0  11.7    MM   MM -1.8    MM
2015 04 05 10 50 100  6.0  7.0   2.4    12   7.5 289 1009.7   9.4  11.7    MM   MM -1.9    MM
2015 04 05 09 50 110  6.0  8.0   2.3    12   7.9 292 1010.2   9.3  11.7    MM   MM -2.1    MM
2015 04 05 08 50 150  6.0  7.0   2.4    11   8.1 281 1010.9   9.7  11.7    MM   MM -1.9    MM
2015 04 05 07 50 150  6.0  8.0   2.3    12   7.3 297 1011.6  10.0  11.6    MM   MM -2.0    MM
2015 04 05 06 50 170  4.0  6.0   2.3    12   7.3 292 1012.3   9.3  11.7    MM   MM -2.0    MM
2015 04 05 05 50 170  6.0  7.0   2.1    11   6.8 284 1012.8  10.4  11.7    MM   MM -1.8    MM
2015 04 05 04 50 170  5.0  6.0   2.3    13   7.3 301 1013.6  10.3  11.8    MM   MM -1.3    MM
2015 04 05 03 50 190  3.0  5.0   2.7    12   7.5 296 1014.3   9.9  11.8    MM   MM -1.3    MM
2015 04 05 02 50 210  6.0  8.0   3.0    13   8.1 296 1014.6   9.8  11.9    MM   MM -1.5    MM
2015 04 05 01 50 200  7.0  9.0   2.7    13   7.5 301 1014.9  10.4  11.9    MM   MM -2.1    MM
2015 04 05 00 50 200  8.0  9.0   2.4    13   6.8 301 1015.6  10.5  11.9    MM   MM -2.1    MM
2015 04 04 23 50 190  8.0  9.0   2.9    13   7.5 293 1016.1  10.4  11.9    MM   MM -1.7    MM
2015 04 04 22 50 180  8.0 11.0   3.2    13   7.8 292 1017.0   9.9  12.0    MM   MM -1.2    MM
2015 04 04 21 50 140  4.0  5.0   3.2    14   8.1 290 1017.7   8.6  11.9    MM   MM -0.7    MM
2015 04 04 20 50 160  8.0 10.0   3.6    13   8.3 291 1017.8   9.7  11.9    MM   MM -0.5    MM
2015 04 04 19 50 180  9.0 11.0   3.7    14   8.6 284 1018.2   9.6  11.8    MM   MM +0.0    MM
2015 04 04 18 50 170 10.0 12.0   3.1    11   7.6 292 1018.4   8.8  11.8    MM   MM -0.4    MM
2015 04 04 17 50 160 11.0 14.0   3.4    13   8.1 296 1018.3   9.3  11.8    MM   MM -0.6    MM
2015 04 04 16 50 170  9.0 10.0   3.5    13   8.4 296 1018.4   9.7  11.7    MM   MM -0.8    MM
2015 04 04 15 50 160  9.0 11.0   3.0    13   8.2 298 1018.8   9.3  11.7    MM   MM -0.7    MM
2015 04 04 14 50 160  8.0 11.0   3.2    14   8.6 292 1018.9   9.5  11.7    MM   MM -0.8    MM
2015 04 04 13 50 200  6.0  7.0   4.0    14  10.3 296 1019.2  10.0  11.6    MM   MM -0.9    MM
2015 04 04 12 50 190  5.0  6.0   3.8    14  10.0 297 1019.5   9.9  11.6    MM   MM -1.2    MM
2015 04 04 11 50 210  5.0  6.0   3.4    14   9.9 294 1019.7  10.0  11.6    MM   MM -1.3    MM
2015 04 04 10 50 210  5.0  6.0   3.4    14   9.8 292 1020.1  10.0  11.2    MM   MM -1.3    MM
2015 04 04 09 50 220  4.0  6.0   3.2    15   9.2 293 1020.7  10.0  11.4    MM   MM -1.0    MM
2015 04 04 08 50 220  4.0  6.0   3.6    13   9.5 292 1021.0  10.2  11.6    MM   MM -0.9    MM
2015 04 04 07 50 240  4.0  5.0   3.2    11   8.8 293 1021.4  10.2  11.8    MM   MM -0.7    MM
2015 04 04 06 50 220  2.0  4.0   3.2    14   9.0 294 1021.7  10.2  11.8    MM   MM -0.4    MM
2015 04 04 05 50 220  3.0  4.0   3.1    13   8.7 297 1021.9  10.2  11.9    MM   MM +0.0    MM
2015 04 04 04 50 290  2.0  3.0   3.1    12   8.9 298 1022.1  10.2  11.8    MM   MM -0.0    MM
2015 04 04 03 50 280  4.0  5.0   3.3    13   9.1 301 1022.1  10.2  11.9    MM   MM -0.5    MM
2015 04 04 02 50 270  3.0  5.0   3.0    12   8.8 298 1021.9  10.3  12.0    MM   MM -1.0    MM
2015 04 04 01 50 280  3.0  5.0   2.7    14   8.6 302 1022.3  10.6  12.1    MM   MM -0.7    MM
2015 04 04 00 50 250  4.0  6.0   2.7    14   8.8 295 1022.6  10.4  12.1    MM   MM -0.6    MM
2015 04 03 23 50 260  4.0  6.0   2.3    14   7.8 301 1022.9  10.4  12.0    MM   MM +0.0    MM
2015 04 03 22 50 250  6.0  8.0   2.2    15   7.4 300 1023.0  10.0  11.9    MM   MM +0.0    MM
